track_id,artists,album_name,track_name,popularity,track_genre,genre_group
2Kj82eFZ0nwjh6ztkWve6T,Big Jay Oakerson,The Crowd Work Sessions: What's Your F@!?#ng Deal?!,God Loves Fags?,24,comedy,inne
097ftnCPnGHhn93lS0HHlO,CoComelon,"CoComelon Kids Hits, Vol. 3",Twinkle Twinkle Little Star,67,children,inne
2NGPPfcQfNm3f2ym3WHBuf,Charlie Puth,CHARLIE,Charlie Be Quiet!,66,dance,pop
1gk1iCwuu1MXx1H9KXeA6w,DJ Ötzi;The Bellamy Brothers,Simply The Best,I Need More Of You,44,party,pop
57I1oA81h7ZrvrWkcWKwSU,Heaven Shall Burn,Veto,You Will Be Godless,22,death-metal,metal
5MlyfdO19mwghNMr2p2hzb,Guaynaa,Del gusto de hermanos,Buyaka,0,reggae,reggae
0wRnEXTy6UXhMR1sHFJ4Po,Nat King Cole,A Very 60s Christmas,The Christmas Song (Merry Christmas To You),0,jazz,jazz-soul
6YWPJLtLcBtRwHMm57cy6g,Eric Tingstad;Nancy Rumbel,Legends / Emerald (Narada Classics),Sacajawea - Remastered,21,new-age,classical
03B8ZXUmuDpf59j5PIMFHq,Wolfgang Amadeus Mozart;Heinz Holliger;Academy of St. Martin in the Fields;Kenneth Sillito,Mozart - All Day Classics,"Ma che vi fece... Sperai vicino, K.368: 1. Andantino",7,classical,classical
6hBGEEaHNrjGs6lZkyw5SH,Randall King,Country Road Songs,You in a Honky Tonk,0,country,acoustic
4VuaRaHraQhYyRlYjq1KCc,Cupid;Pokey,Best of Both Worlds (Blues Edition) - EP,Ladies Room,7,kids,inne
2m9qRdqlX38yroyuxGGMO1,Sons Of Maria,Release Me,Release Me,37,deep-house,electronic
254sPHvl23lfeXv6xBUPVE,Pablo Fierro;Mr Raoul K;Lady Parul,O Mera Dil,O Mera Dil,31,deep-house,electronic
0p7FnmbaqZlz76AuYt2zo9,Mickie Krause,Eine Woche wach (Dieendlichwieder - Version 2021),Eine Woche wach - Dieendlichwieder - Version 2021,33,party,pop
0Wn3HANJdzmNuM89zXltWE,Dean Martin,Best Christmas Songs 2022,Let It Snow! Let It Snow! Let It Snow!,0,jazz,jazz-soul
764tdEFFXh6UNQa3qRc7zr,Paul Johnson,Better Than This,Better Than This - Dego & Kaidi's 2000 Black Mix,10,chicago-house,electronic
5spvSwBVAMvvNseq7SnrDa,Ghibran;Sundar Narayana Rao;Malavika Anilkumar,Papanasam (Original Motion Picture Soundtrack),Yeya En Kottikkaaraa,61,pop-film,pop
0e2IcGybx5iw1Iv5mTX7H0,Teejay,Consistency (Through the Years),Stimulate,0,dancehall,hip-hop
6VcB4JudF8TFcbobm9TDCR,Haruka Tomatsu,戸松遥 BEST SELECTION -sunshine-,courage,56,anime,inne
3394Xch6hlz57FZX6oODGQ,Neoslave,Autoviolator,The New Slaves,16,club,electronic
5l5SMWVPhVlJOmYFzDmJvY,Aries,WELCOME HOME,DEITY,57,sad,acoustic
2kEOVT4a8BoYqcRw4Mw5FB,Hillsong Worship,Take Heart (Again),Take Heart (MMXX),37,world-music,world
4w0B2qq8asWtatQ4z6ezid,Charmian Carr;Dan Truhitte,The Sound Of Music (Original Soundtrack Recording),Sixteen Going On Seventeen,51,disney,inne
1xujCcuUmdlnvWABZXwqC2,Sajjan Raj Vaidya,Pahaar,Pahaar,43,indie-pop,pop
3wG14cLg0Pu1KhDJjC3hM2,Netsky;A.CHAL;Christopher Garvey (The Prototypes);Nick White (The Prototypes),Téquila Limonada (Remixes),Téquila Limonada (The Prototypes Remix feat. A.CHAL & The Prototypes),18,drum-and-bass,electronic
3E8cDI21EQkDQjncehTKFL,tstewart;Ólafur Arnalds,New Grass — piano reworks,New Grass — piano reworks,45,idm,electronic
26gpV6aDhhnTa31Qh23hSq,La Rata Bluesera;Federico Dannemann;Gonzalo Araya,Valdivia,Santa Lucía,31,blues,jazz-soul
4y0AUgG6XhQac3a6Li93QU,Skeng,Gvnman Shift,Gvnman Shift,59,dancehall,hip-hop
2J6v4RtFwpm8gBF6KOF8q3,Bewitcher,Under the Witching Cross,Hexenkrieg,18,black-metal,metal
4ZSAKPr2ij5gt75og7VuUa,Tan Taşçı,Söz & Müzik: Tan Taşçı (Live),Kalbime Gömüyorum - Live,45,turkish,world
2akrIna6A1btLmjPBN8YKI,Jubël;Aleyna Tilki,Diamonds (feat. Aleyna Tilki),Diamonds (feat. Aleyna Tilki),62,swedish,world
0PylM0kAR7VJTIcKzLhA2N,Pat Metheny;Anna Maria Jopek,Upojenie,CichyZapada Zmrok (Here Comes the Silent Dusk),24,guitar,rock
02jLfqc9gMo8PkHEGHY3OT,Feid,Si Te La Encuentras Por Ahí,Si Te La Encuentras Por Ahí,83,latino,latin
5SVTbS8J1yBQzbO88Kwh5Y,Sheezay,Saage Poren,Saage Poren,29,malay,world
1MvXTIyg7RsWkCPMTfEQcG,Yoga Lin,神秘嘉賓,殘酷月光,41,mandopop,pop
1TQHup7ICgn33yWMgnkUyw,Tmsoft’s White Noise Sleep Sounds,Extreme Rain,Extreme Rain,31,sleep,classical
02QyMATEldBNw7nZgufmsY,Los Apus,Sunquyparurun,Llanto por Llanto,36,guitar,rock
7jwyLjTmtzE6w3q9ANqtEH,NEIKED;Anne-Marie;Latto,Beautiful Trending Hits 2022,I Just Called,0,house,electronic
7jGEKDosx8OxzdAmjJzwj4,Activator,"Stark Raving Mad, Vol. 98",Like A Slut - Album Edit,20,hardstyle,electronic
4VaDdlxgdWNAAXo9NLQ9QF,DI MI DO,Playlist Nature Walking (Tour 1),Lock Me High - Helmut Wintermantel Mix,17,minimal-techno,electronic
5f9JOmKiyxwuScmd6yidqW,El Mimoso Luis Antonio López,20 Años Como El Primer Día,El Cantador,41,r-n-b,hip-hop
1iciuWk8TNPqD9pmziEacx,Medulla,Medulla,Eterno Retorno,34,hard-rock,rock
5u0xcIyQFAfDy5PbEfnhsy,Louie Vega;Elements Of Life;Blaze,Elements Of Life,Elements Of Life,26,deep-house,electronic
7K8Lw8ZI3uL0iZoUvMwOoH,Tipe-X,Super Surprise,Ngga Tahu Diri,33,ska,reggae
19SrvhX7XkfvWwY6kGAv2X,Los Solitarios,12 Grandes exitos Vol. 2,No debes llorar,32,rock-n-roll,rock
7L7bzcRyWlx9LbGMfjlZW0,Mini Pop Kids,Mini Pop Kids 14,Cake by the Ocean,9,kids,inne
4wwHmctZfQa16BghLgrGuZ,Alec Benjamin;Alessia Cara,Music for Rainy Days,Let Me Down Slowly,0,electro,electronic
1I0gGPEFiIM62rcVG32w7c,Adriana Varela,Neruda En El Corazon,Me Gustas Cuando Callas ((Poema 15),18,tango,latin
4nv61Gl6NMvtk2z6GuhEM5,Larry Keel,Journey,Mountain Song,21,bluegrass,acoustic
1S7ca5mJlpHn7GCE88jejz,Izzamuzzic;Julien Marchal,Shootout (Slowed + Reverb),Shootout (Slowed + Reverb),67,electro,electronic
159xvbYorYT12WDpHe8bD3,Kayzo,This Time,This Time,49,dub,reggae
78gmXTHYxa4orBeXpRFDgF,Imfinenow;yaeow,You're Everything I Need,You're Everything I Need,42,chill,classical
4JC9oW25aChBHuzlillvkh,Gabriel Guedes de Almeida,My Sessions,Oceanos,43,brazil,latin
4UapIunqXK3g1HUygS3Zz0,Louis Armstrong,Desayuno en calma,A Kiss To Build A Dream On - Single Version,0,jazz,jazz-soul
7n8yKGSjVddy4ByB22bjxi,Oleg Pogudin,La serenata (Live),"Maria, Mari! (Live)",0,romance,latin
3odrUVQ9tvRpkC9II2oWzx,Ellie Goulding,"Still Falling For You (From ""Bridget Jones's Baby"" Original Motion Picture Soundtrack)","Still Falling For You - From ""Bridget Jones's Baby""",73,electro,electronic
4uI83k10HcXcyRQU72L1Fp,Limão Com Mel,Um Acústico Diferente (Ao Vivo),The Boxer - Ao Vivo,37,forro,latin
7MzqrmEKgCOvW2EnKBENLn,Juan Luis Guerra 4.40,tardes tranqui,Ojalá Que Llueva Café - Live - Estadio Olímpico De República Dominicana/2012,1,latin,latin
3uQ33vLHvYhUC5EJvd4RuK,Jobii,Sisu,Sisu,40,study,classical
3UZK9yD18Mtzb6MgYBmuLW,Room 5;Oliver Cheatham,Music & You,Make Luv - Live,59,disco,electronic
6WTH1AmwhBwjqUJEnBkm9Q,The Saints,(I'm) Stranded,Messin' With The Kid - 2004 Remaster,28,garage,rock
7BsxlNsLgCMBNZ9CmAcbfv,Frank Turner,FTHC (Deluxe),The Gathering,27,acoustic,acoustic
1igC3OWllB1deDc7w5Rdcj,Jay Chou,依然范特西,心雨,47,mandopop,pop
2JEtsJqQ0bqLI7CUec2qRS,AK-69,DAWN,Hangover,37,j-pop,pop
2Yn7OeV7NapymyBzxisxz0,Shamanes Crew;Los Auténticos Decadentes,Tótem,Chica De Barrio,32,dancehall,hip-hop
2GB1sYi49t87FBHntFSWsW,Flunk,Chemistry and Math,Chemistry and Math,45,trip-hop,hip-hop
1wIMY1ILMtsMDN56wwdCJq,Suga7,Giving Up On Love,Giving Up On Love,10,breakbeat,electronic
7fQox8Ere1HDm0jhSnsFHu,Bring Me The Horizon;YUNGBLUD,Obey (with YUNGBLUD),Obey (with YUNGBLUD),55,metalcore,metal
37SsCsayfhkjY4crn9DIGj,S3RL;Krystal,Like This (feat. Krystal),Like This (feat. Krystal),20,happy,pop
2nO01qKJnRVBzr5ned6bHX,Andreas Gabalier,Herzwerk,Wo immer du auch bist,24,party,pop
6PRy17C5LiiN7VCLS6IA98,ENHYPEN,MANIFESTO : DAY 1,Future Perfect (Pass the MIC),77,anime,inne
6dXkX4y7QWoTkhjAnjRw7h,Auli'i Cravalho,Live Your Story,Live Your Story,55,disney,inne
0fTRcNCi7ox0PRfHpjtznl,Aaron Kwok;Beta Soul,郭富城精選2006,愛的呼喚,21,cantopop,pop
0cbIdcgTnbAxRjAwTAiOYK,Biquini Cavadão,Ao Vivo (Deluxe Version),"Camila, Camila",35,ska,reggae
7BkQoM9YxE7RvfRsWXhcGP,OKAMOTO'S,KNO WHERE,Welcome My Friend,49,garage,rock
4y3MHvGlnhx2TXYH1wLlSI,Burnt By The Sun,Soundtrack to the Personal Revolution,Dow Jones And The Temple Of Doom,13,grindcore,metal
79HOkvmqDClCE9YAUApCP4,Jack Harlow,New Rap 20s,Dua Lipa,0,hip-hop,hip-hop
1nvLN6ltsXPYwrXSVal6jt,J.D. Crowe,Blackjack,Black Jack,24,bluegrass,acoustic
5e90dsXJMBw9ndBRiKP1ZA,Lil Peep,"Come Over When You're Sober, Pt. 1",Problems,62,emo,rock
595MIU6K8FXFZOWbi06EHe,Moodymann,Silentintroduction,In Loving Memory,16,detroit-techno,electronic
3tvbebTiNaa27a1dsHvmCz,Rei Harakami,広い世界 と せまい世界,かべの人,11,idm,electronic
4fQPEt6AbVlceBLLfx8WBN,Radioactivity,Silent Kill,Silent Kill,24,power-pop,pop
3UvtybfMQHkrcv44VdUlbP,Dorfrocker,Dorfkind und stolz drauf!,Im Dorf wo ich geboren bin,34,disco,electronic
0GX7aKsD8haRgZZ3UwDXmV,Alfredo Kraus;Guitar Accompaniment,Classical Choice: Romantic Italy,"The Barber of Seville, Act II: “Se Il Mio Nome Saper Voi Bramate” (Count Almaviva)",0,opera,classical
7Dt6y0fd2Zi2rN2YWE2N1a,Yanni,The Essential Yanni,Reflections of Passion,47,new-age,classical
6AFkv6rIVRusZNifR74Q7t,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",Shingeki Gt 20130218 Kyojin,55,anime,inne
7IMnJ5f7mRoGTtf8TPAILw,Volbeat,Halloween Party 2022,The Devil's Bleeding Crown,0,alt-rock,rock
1JkzzVIHygqz274CKFvjoa,Reiki Armonía,Sonidos de Fondo para Reiki: Gotas de Agua,"Para Reiki: Gotas de Agua, Pt. 01",23,world-music,world
7296g70JIFUjzP0Ln1Wx8o,Lasso;José Madero,tardes tranqui,"De mí, de mí, de mí",1,latin,latin
7qHMaeWBGykUXtoMQLkIC4,Ladytron,Light & Magic,Seventeen,63,synth-pop,pop
3voiBIQtU1V2dlHUWJ0sck,Tan Taşçı,Söz & Müzik: Tan Taşçı (Live),Kusura Bakma - Live,38,turkish,world
7vk9zUEjQgePrf5K3oB7iC,Panic! At The Disco,20's Rock,Viva Las Vengeance,0,rock,rock
17ZyJI8Za0GXrlygzlKGuf,Александр Добронравов,Лучшие песни,Такси,0,romance,latin
3PBZeQmbywJVKdlRBzSg2C,The Shaolin Afronauts,"The Fundamental Nature of Being, Part One","Abyssinian Suite, Pt. 4",41,afrobeat,world
0SHIkGcjuVoAuAbezjBfiT,Rebecka Aether,Becalming,Becalming,64,sleep,classical
3f0gyUU5fJXfz3DSGXZzYk,Charlie Puth;Jung Kook,Daily Pop Mix,Left and Right,0,dance,pop
5fKBEgTx6ROicwXbTxvm7p,Noel Toms,Aaradhike - Ambili - Malayalam Song,Aaradhike - Ambili - Malayalam Song,37,malay,world
1yzGyvC9tBO6ojCcHQqtAV,Roupa Nova,Roupacústico (Ao Vivo),Razão de Viver - Ao Vivo,41,mpb,latin
2BiRLDcLc3ACgVSD8aO2EI,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 7, Coquette (Live in Japan, 2022)",0,classical,classical
2thHnIotLjnGEx3cX0REWm,Keyblade,R.I.P. (Rekt in Pieces),R.I.P. (Rekt in Pieces),32,anime,inne
6oSCR9n71tmwWL3GFb65Ec,ENHYPEN,DIMENSION : DILEMMA,Upper Side Dreamin’,64,anime,inne
1D9qrTl2rVrS2XP9RDLLs0,for KING & COUNTRY;Kirk Franklin;Tori Kelly,Burn The Ships (Deluxe Edition: Remixes & Collaborations),TOGETHER,55,world-music,world
3oScR09PETzUhMmzc9aDqx,SLANDER;Kiiara,Nothing Hurts Like Goodbye (with Kiiara),Nothing Hurts Like Goodbye (with Kiiara),53,dub,reggae
2SGGSbowD5pJXmwGP2nqcq,Maria Maksakova;Makhov Russian Folk Instruments Orchestra,My Voice for You...,The Fire of Desire Burns in My Blood,0,romance,latin
6c7N5N7amAOpeMykjlovjI,Anson Seabra,Walked Through Hell,Walked Through Hell,68,singer-songwriter,acoustic
4G3dZN9o3o2X4VKwt4CLts,The Pharcyde,Bizarre Ride II The Pharcyde,Passin' Me By,70,hardcore,metal
5Sd4nzOsmXOs5o1XEJqdYs,Shashk Tiwari,Itni Si Baat Hain,Itni Si Baat Hain,43,indian,world
5udbUimtsff6w1Ekx6sMCN,Hiroyuki Sawano,Attack On Titan The Final Season Original Soundtrack 02,ELO,40,anime,inne
3l8Ennt1PqShViwh0tkWuc,El Canto Del Loco,Estados de Animo,La Madre de Jose,58,spanish,latin
39AkiS6Hv24qJEgvwhm8fm,Los Brios,30 Anos De Exitos,Yo Se Que Te Acordaras,33,rock-n-roll,rock
7Men0McTVqAHxfVrRCzb41,Marlon,De Perreo,De Perreo,65,spanish,latin
0AQ1twwDGVlIVpcHDkGkXD,D.O.D,Sleepless,Sleepless,60,deep-house,electronic
3UxPbLkQniiproORCEFgzH,Neşet Ertaş,Zahidem,Haydar Haydar,40,turkish,world
1VCA372FfrWA3yjOzPlBri,Nessa Barrett,It's You - Fresh Hits,die first,1,electro,electronic
3Gy0L7h1AW3a2uftqessB8,Supreme Beings of Leisure,Divine Operating System,Ghetto,19,trip-hop,hip-hop
4rfxUzKWP3yVMRc4SQ8EAL,G.E.M.,啓示錄,讓世界暫停一分鐘,49,mandopop,pop
5o30AUzgF2rLaRCVUVJty3,Vladimir Nechaev,"Russkie narodnye pesni, Chast' 2",Byloe na Volge,0,romance,latin
3DEOsCKFcseZtobrpOH2J7,Metrik,Gravity,Gravity,46,drum-and-bass,electronic
7go7veQFBqDjim1ABF1xT9,Anitta;DaBaby;TroyBoi,Internet Sensations,Girl from Rio - TroyBoi Remix,1,funk,jazz-soul
4aEUs82PGJ80JirGsesQoU,Lonesome River Band,Happy Country Christmas,All I Want Is Mary for Christmas,0,bluegrass,acoustic
1qHiDbTJI7GB62W3BBFigx,A Great Big World;Futuristic,When the Morning Comes,Hold Each Other (feat. Futuristic),47,acoustic,acoustic
1uCM2mchqMjPrjKhfgsUWa,Matanza,A Arte do Insulto,O Chamado do Bar,37,hard-rock,rock
6YXbeMDkN4pbnU7IME67T1,Sergey Nikitin;Татьяна Никитина,Юнна Мориц: Сто фантазий,Всадники,11,romance,latin
0tkxzOtc2gvIueuXNFLyfZ,Bebe Rexha;Pink Sweat$;Lunay,20's R'n'B,On the Go,0,dance,pop
0VEiBGM39xzLsgMONDIItm,His Hero Is Gone,The Plot Sickens,Angry Gods,24,grindcore,metal
7JI08I7S0yqg1hUDwEcrkV,Paul Johnson;Angel Alanis,Get Get Down,Get Get Down - Angel Alanis Mix,7,chicago-house,electronic
71XLCieAyBV7b63UfBdflh,Mrs. GREEN APPLE,Mrs. GREEN APPLE,Oz - 2017 Version,33,j-rock,world
6q3T382rjhogkIoouJDrPp,Re-Style;Broken Minds;Alee,Masters Of Hardcore Chapter XL - Tournament Of Tyrants,Basshead - Radio Edit,20,happy,pop
3FjFvxzRbOZNBHL4v99tNF,Steve Chou,星空下的傳說,寂寞沙洲冷,44,mandopop,pop
11iiMB7TmFTtaXT4YJAltw,itssvd;Shiloh Dynasty,tape for when i'm sad,i don't feel part of the world anymore,68,chill,classical
6gRNHsOFHyfAq5OJkzDT7M,The Beach Boys,pov: you have a holly jolly christmas,Frosty The Snowman - 1991 Remix,0,psych-rock,rock
2fiaEtHFZtTY5WGJicS9Ei,Sly Withers,Radio,Passing Through,24,garage,rock
3il7tPDMJim97YDr97bdJE,Sam Brown,Songs About Love - The Classics,Stop - Edit,28,british,rock
0SDh7AAKlUSzzzXfuB1aVw,Rival Consoles,Persona,Memory Arc,46,idm,electronic
0pH4y3ZBO4NDM8Fy6Y1spk,Stephanie Mills,Disco Boogie Mood,"Put Your Body In It - 12"" Version",1,disco,electronic
5v8Fxy6Zw8gOzi802lpDOt,Omah Lay,Boy Alone,woman,62,dancehall,hip-hop
2zSG3w6wYb9cMCAAjwChVB,Totally Nothin;Dorian;Skelly,"Mami, podívej",Pompeje,38,emo,rock
7iAqvWLgZzXvH38lA06QZg,Queen,Bohemian Rhapsody (The Original Soundtrack),I Want To Break Free,72,rock,rock
309VjyrEiYNIa30wxtNuaW,Hell Is For Heroes,Punk Rock Hits,I Can Climb Mountains,29,british,rock
7tl3BwIQKlvRLsEOyOSwFl,Tayo,Laisse les parler - Single,Laisse les parler (Radio Edit),12,breakbeat,electronic
5Njv36gUsnFxn6EOv1WMYg,Relaxing Music Therapy,Fireplace! Sound Effects: Ambient Noises,Fireplace: Smoke in Chimney,0,sleep,classical
2zumIZU09Iz2eGRJ5UXHms,V8,Un Paso Mas en la Batalla,Deseando Destruir y Matar,33,heavy-metal,metal
3O0KB64LPsMBD3uln5u0DW,Patton Oswalt,Finest Hour,The Museum of Spam,23,comedy,inne
3z8klrCTw3L63v2V6zNK2i,At The Gates,The Nightmare Of Being,The Abstract Enthroned,22,death-metal,metal
3HV0CovFEnuJ8k7zVStPyM,Maurice Haase;Andi & Dörk,Heisser Sand,Heisser Sand - Mallorca Version,31,party,pop
0q9rMj3KMT0TmfeRafz81v,STUK;Sjaak;Billy Dans,Ontspoord (feat. Sjaak & Billy Dans),Ontspoord (feat. Sjaak & Billy Dans),21,hardstyle,electronic
0vjPike6L46Gll6M1oclg2,Los Chicanos,Sólo para Tu Corazón: Frío de Ausencia,Frío de Ausencia,38,rock-n-roll,rock
6B3OKQ86qeQNIIveiCjLxz,Sexteto Cristal;Guillermo Rozenthuler,Viento Del Norte,Vals del Recuerdo,19,tango,latin
5pSxOv6lbvdz2fddSUPdSA,Secret Garden,Songs From A Secret Garden,Song From A Secret Garden,58,new-age,classical
6oDihOuvOytAzuQt3SMDHk,Koe Wetzel,Sellout,SideChick,41,country,acoustic
1FXrYwvWwjmbw8cqFC1OWz,majiko,Contrast,Kokoronashi,62,anime,inne
2t9YRbTqssTVmYn37iRhda,RDN;Suel;Ferrugem,"RDN & Amigos, Vol. 2",Já Tentei,37,samba,latin
6hO5PddLjng3OXF94tgemy,Orlando Voorn,DJ-Kicks (Marcel Dettmann) [Mixed Tracks],At Last - mixed,6,detroit-techno,electronic
6c5rTtOsf4nYCABaiI0lFj,Regen zum Schlafen,Schlaf Regen Auf Fenster,Regen: Ruhiger Regen Auf Dem Fenster,36,sleep,classical
5JaYaJnVZ3ZCB4VLvfs3eR,Rude-α,23,LIFE,54,j-pop,pop
5fvESB5vBG8Rs3bYkNrbQX,Robin Schulz;Tom Walker,Back to School!,Sun Will Shine,0,dance,pop
6buKi9BNOpNlrzRVDqUAG5,Sakurako Ohara,真夏の太陽,真夏の太陽,21,j-idol,world
1aoHxBiR8NAOMbgfioUN0V,Chi Ching Ching;Sean Paul,Turning Tables,Weed Problems,35,dancehall,hip-hop
6cADMmQIIt8H9cf8Wfc2Pd,Shaman's Harvest,Red Hands Black Deeds,Soul Crusher,29,grunge,rock
1KDwTjiPiUxjwBZ2ERdiRR,Manjari,Hits of Manjari,"Chimmi Chimmi - From ""Urumi""",55,malay,world
3BH94h2gsVDD807EARW6Hi,Johann Sebastian Bach;Arioso Quartett Wien,Encores,"Nun komm der Heiden Heiland, BWV 659 (Arr. for String Quartet)",0,classical,classical
6jfXFCZtjFBp75nb95tlg2,Ryuji Imaichi,Angel,Angel,20,j-dance,world
5jeh4hwbQJnnAJHZV9fqeo,Slipknot,"The End, So Far",The Chapeltown Rag,68,metal,metal
7uNnlVit5qDvfOje0pqICF,Mohit Chauhan;Suzanne D'Mello,Rockstar,Tum Ho,64,pop-film,pop
1BfLvxdgw6mcP6wkpxE34Z,Green Valley,Mírame a los Ojos,Las Llaves del Reino,27,spanish,latin
5KIs1zeVLzeTis2i4LUbID,Yuri Buenaventura;Faudel,Ritmo Bonito,Salsa Raï,0,salsa,latin
2m7DFd2aOXVpNlA5KeAlA7,Theo Parrish,American Intelligence,Footwork,10,detroit-techno,electronic
5o37x6LpNSec4jSfPIChsQ,The Go-Go's,Beauty And The Beat (30th Anniversary Deluxe Edition),We Got The Beat - 2011 Remaster,56,synth-pop,pop
1EU3VuKGZOvd1HTkxLPUXK,Linkin Park,Meteora (Bonus Edition),Nobody's Listening,57,grunge,rock
1v5cgIyffYtfEx0swttdoE,Wu-Tang Clan;RZA;Ghostface Killah;Raekwon;Inspectah Deck,Enter The Wu-Tang (36 Chambers) [Expanded Edition],"Bring Da Ruckus (feat. RZA, Ghostface Killah, Raekwon & Inspectah Deck)",63,hardcore,metal
5i9UKSttY3V7x9OnYZsMBX,Leona Lewis,Spirit,A Moment Like This,57,british,rock
4oFlGMUUXkUQ26QVzTMhYe,A Wilhelm Scream,Lose Your Delusion,Acushnet Avenue At Night,31,hardcore,metal
4m74ikNze22Z1ei4RTAlzr,Jim Brickman,By Heart,In A Lover's Eyes,22,new-age,classical
4bMlXWjGoIFXNMrZNpthe7,Said The Sky;Kerli,Wide-Eyed,Never Gone,43,dub,reggae
5x0HA3Knn7oYovtUa9hPVm,Casino Versus Japan,Frozen Geometry,The Lavender Lullabye,14,idm,electronic
5zwz05jkQVT68CjUpPwFZe,Nas,Illmatic XX,N.Y. State of Mind,60,hardcore,metal
6JMUqW6dwWduaPPqGCkcgk,Catupecu Machu,Cuentos Decapitados,Eso Vive,49,alt-rock,rock
3vPFtJIPNknOiMK7IcBtzn,Harold Faltermeyer;Lady Gaga;Hans Zimmer;Lorne Balfe,Top Gun: Maverick (Music From The Motion Picture),"The Man, The Legend / Touchdown",60,german,world
04BwBjVvvHshN9RbqNXfWQ,Monty Datta;Dhan,With Somebody Else,With Somebody Else,53,chill,classical
54C2iu4Z3H9Pz9PMyJGQnM,Marek Hemmann,Junoka EP,Junoka,20,minimal-techno,electronic
1hF24Q8je4W6QStody4VDg,Z.TAO,Promise,Promise,28,mandopop,pop
49z2kxEp9AzpDY66YuD1jJ,Gentle Bones,Smile For Me,Smile For Me,51,chill,classical
1nIecoI1sx4ssu9Q0T7dnz,Metá Metá,Metá Metá,Oranian,21,afrobeat,world
3fCh9DjM8GqDGsS3KIHSss,Chez Damier;Ron Trent;M.D,Hip To Be Disillusioned Vol. 1,A1PRES107 - Original Mix,8,chicago-house,electronic
5gBnIF2kEERM1G9Bd78Rrc,Black Ryno,Riddim Driven: Beauty and The Beast,Shot A Buss,22,j-dance,world
6ilc4vQcwMPlvAHFfsTGng,Cigarettes After Sex,Cigarettes After Sex,Sweet,75,ambient,classical
2DsDWkKARyqjvXnmYmDksc,Brian Regan,Standing Up,Politics,24,comedy,inne
2SMaJehM2fAd9lXUgMFc4w,The Cowsills,20th Century Masters: The Millennium Collection: Best Of The Cowsills,"The Rain, The Park & Other Things - Single Version",21,power-pop,pop
4TM8RzdmNGhGOTtSeUlEnF,Icon For Hire,Amorphous (Extended Edition),Venom,52,goth,metal
0MU3ceLzNHemxgS5HiOPNY,UniqeCorn,Study Buddy,Study Buddy,27,study,classical
0yu7YRpQDcSJhX9DEc1eya,Relaxation Meditation Songs Divine,"50 Calming & Soothing Songs with Nature Sounds, Relaxing Piano for Trauble Sleeping for Babies, Kids and Newborn: Sleep Music Lullabies, Fall Asleep and Sleep Through the Night","Singing Birds, Natural Background Music for Babies",39,sleep,classical
4UuGBDjt8gLXsANZqZxMBz,John De Sohn;Rasmus Hagen,Love You Better,Love You Better,63,progressive-house,electronic
3hrq275yIqky3spn4l3F8g,Banda Rancho Viejo De Julio Aramburo La Bandononona,Con Qué Derecho,Mi Niña Mimada,42,r-n-b,hip-hop
3XLUxNgfikcE3psPGYwZiU,Exaltasamba,Livre Pra Voar,Eu Choro,40,samba,latin
34LcvhvuO7RIX0JzSw8FNe,TobyMac;Terrian,Santa's Christmas List,All I Need For Christmas,0,alt-rock,rock
5MhMXTuVODDF234VDvSxQx,Tycho,Awake,Awake,58,electronic,electronic
7Ewz6bJ97vUqk5HdkvguFQ,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Heaven,77,rock,rock
6kPwu7QnNdOdmx5XMlK9d3,White Noise for Babies,Sea of White Noise,The Choir,0,sleep,classical
4cktbXiXOapiLBMprHFErI,Maroon 5,JORDI (Deluxe),Memories,85,pop,pop
7G7ao6iFuNIn2k9cZhO5lP,Jay Chou,我很忙,我不配,55,mandopop,pop
1sQ5zziiE3Ou1IPebmoWo2,Dj. Great,"Dj Great Jersey Club Remix EP, Vol. 2",Bounce Ass - Original Mix,15,club,electronic
1S5nq7DelsGNc4DVFaJHul,Attaque 77,"Acústico,Teatro Opera, Buenos Aires, Argentina.",Arrancacorazones - Acústico en Vivo,39,punk-rock,rock
4qZh3yJ7tILlDD0Wmv7Ftj,Philip Glass;Carducci String Quartet,Glass: String Quartets Nos. 1-4,"String Quartet No. 3, ""Mishima"": VI. Mishima / Closing",57,ambient,classical
4Zo8HvAEzYxiy1GnLEARD8,Ana Belén;Víctor Manuel,Hablamos De Madrid,La Puerta de Alcalá,32,spanish,latin
0rUr1CXoEroBjS2CRZlN8r,Fernandinho,Sou Feliz (ao Vivo),Grandioso És Tu - Ao Vivo,38,gospel,jazz-soul
5Gt8rjnvnNc8LYLOICAntL,Samuel Kim,The Flash Theme (At the Speed of Force),The Flash Theme (At the Speed of Force),38,anime,inne
6ZkwokCipkGiqvpnIt2APo,The Cranberries,Del gusto de mamá,Linger,0,rock,rock
3byriDdeSmBZk2tx1CCbWw,N'Klabe;R.K.M & Ken-Y,La Nueva Escuela,Si Ya No Estas - (Remix),36,salsa,latin
32lffyUnAXcnF7Ku9DmY8J,Luther,IDD,20 Mach/s (interlude),33,french,world
1HNdxnWzK2YKW9tUPIL5qU,Green Day,21st Century Breakdown,Last Night on Earth,41,punk,rock
